Sat;DanUTjednu;Mjesec;Temperatura;Potrosnja
6;6;4;12.1;156.0
7;6;4;13.3;158.0
8;6;4;13.8;160.5
9;6;4;14.1;176.5
10;6;4;15.0;174.75
11;6;4;16.6;173.25
12;6;4;16.4;170.25
13;6;4;17.6;167.0
14;6;4;18.8;166.25
15;6;4;18.9;175.0
16;6;4;18.9;176.25
17;6;4;18.4;175.5
18;6;4;16.9;185.25
19;6;4;15.9;175.25
20;6;4;15.1;192.0
21;6;4;13.8;210.25
22;6;4;12.5;196.25
23;6;4;12.0;193.5
0;7;5;11.9;188.0
1;7;5;11.1;183.75
2;7;5;11.2;179.0
3;7;5;11.6;176.25
4;7;5;11.2;159.25
5;7;5;11.8;154.25
6;7;5;12.3;145.5
7;7;5;13.1;145.0
8;7;5;14.4;145.0
9;7;5;15.1;145.25
10;7;5;15.2;145.0
11;7;5;14.9;150.0
12;7;5;16.5;158.5
13;7;5;17.9;160.75
14;7;5;18.9;162.25
15;7;5;18.4;163.25
16;7;5;15.2;156.25
17;7;5;13.3;157.25
18;7;5;13.2;161.5
19;7;5;12.9;166.25
20;7;5;12.9;167.25
21;7;5;12.2;167.75
22;7;5;11.3;161.25
23;7;5;11.9;161.0
0;1;5;12.0;159.75
1;1;5;10.1;158.25
2;1;5;9.0;152.75
3;1;5;8.6;153.5
4;1;5;8.1;150.5
5;1;5;8.4;157.25
6;1;5;11.0;189.5
7;1;5;13.3;214.0
8;1;5;15.2;288.5
9;1;5;16.7;361.5
10;1;5;17.3;367.5
11;1;5;18.3;391.25
12;1;5;19.4;393.0
13;1;5;19.6;396.5
14;1;5;19.6;364.5
15;1;5;19.3;330.25
16;1;5;19.4;292.75
17;1;5;18.9;249.5
18;1;5;16.4;215.25
19;1;5;13.8;201.25
20;1;5;12.6;197.5
21;1;5;12.7;188.75
22;1;5;12.9;170.5
23;1;5;12.1;160.25
0;2;5;11.7;153.25
1;2;5;11.2;152.0
2;2;5;12.2;150.75
3;2;5;11.5;150.25
4;2;5;10.6;151.75
5;2;5;12.0;158.75
6;2;5;14.1;186.5
7;2;5;17.0;231.0
8;2;5;18.9;318.0
9;2;5;20.5;379.25
10;2;5;21.8;401.75
11;2;5;22.3;370.0
12;2;5;22.6;367.0
13;2;5;22.2;363.25
14;2;5;23.7;373.5
15;2;5;23.8;378.0
16;2;5;15.6;317.5
17;2;5;13.4;274.75
18;2;5;12.7;264.25
19;2;5;11.0;222.75
20;2;5;10.1;201.75
21;2;5;10.0;186.25
22;2;5;8.5;175.25
23;2;5;8.0;172.75
0;3;5;8.1;174.25
1;3;5;7.2;168.75
2;3;5;6.6;167.0
3;3;5;6.0;NaN
4;3;5;3.8;NaN
5;3;5;5.2;NaN
6;3;5;7.5;NaN
7;3;5;9.3;NaN
8;3;5;9.9;NaN
9;3;5;10.5;379.0
10;3;5;11.2;394.5
11;3;5;12.1;396.0
12;3;5;12.5;398.75
13;3;5;12.6;383.25
14;3;5;13.5;380.25
15;3;5;13.6;367.5
16;3;5;13.7;317.75
17;3;5;12.8;264.5
18;3;5;11.9;225.75
19;3;5;9.7;190.5
20;3;5;7.1;187.0
21;3;5;5.8;182.5
22;3;5;5.1;169.75
23;3;5;5.0;164.75
0;4;5;4.3;165.25
1;4;5;4.2;155.75
2;4;5;4.5;154.75
3;4;5;4.4;153.75
4;4;5;3.9;152.75
5;4;5;5.0;158.0
6;4;5;9.4;191.5
7;4;5;12.1;220.25
8;4;5;13.8;289.981818182
9;4;5;14.7;329.769633508
10;4;5;14.8;352.164179104
11;4;5;15.6;362.840163934
12;4;5;15.2;385.322097378
13;4;5;16.0;401.907063197
14;4;5;15.8;388.558052434
15;4;5;15.7;386.911111111
16;4;5;15.3;325.919413919
17;4;5;14.7;284.802197802
18;4;5;13.5;231.626373626
19;4;5;10.4;198.156934307
20;4;5;8.4;199.432234432
21;4;5;7.4;192.054744526
22;4;5;6.9;174.355311355
23;4;5;6.0;168.547794118
0;5;5;5.5;161.270072993
1;5;5;4.9;157.644688645
2;5;5;4.5;154.620437956
3;5;5;4.2;155.382352941
4;5;5;3.9;156.062043796
5;5;5;5.8;158.065693431
6;5;5;9.6;198.981684982
7;5;5;11.7;236.149635036
8;5;5;13.2;301.408759124
9;5;5;14.6;349.080586081
10;5;5;15.5;368.861313869
11;5;5;16.3;371.619047619
12;5;5;16.6;371.816849817
13;5;5;17.3;360.435897436
14;5;5;17.8;353.820224719
15;5;5;17.8;352.313953488
16;5;5;17.8;302.072033898
17;5;5;17.6;264.07755102
18;5;5;16.2;236.357142857
19;5;5;12.4;209.738589212
20;5;5;10.5;186.378723404
21;5;5;9.6;180.358649789
22;5;5;9.2;170.56846473
23;5;5;8.7;165.319148936
0;6;5;7.7;164.452674897
1;6;5;6.9;158.765432099
2;6;5;6.9;155.367768595
3;6;5;6.1;153.157676349
4;6;5;5.2;150.008163265
5;6;5;6.8;149.567901235
6;6;5;10.2;159.253061224
7;6;5;12.5;159.404958678
8;6;5;15.0;158.531120332
9;6;5;17.6;165.864197531
10;6;5;19.5;167.43220339
11;6;5;20.8;175.393442623
12;6;5;21.6;178.18699187
13;6;5;22.6;178.391836735
14;6;5;22.8;169.679012346
15;6;5;22.8;170.655737705
16;6;5;22.5;166.134693878
17;6;5;21.5;162.049180328
18;6;5;19.6;161.407407407
19;6;5;15.6;163.433884298
20;6;5;12.3;170.975308642
21;6;5;11.0;165.589211618
22;6;5;10.6;161.012244898
23;6;5;9.4;161.214285714
0;7;5;8.6;160.172131148
1;7;5;7.8;159.057142857
2;7;5;8.3;156.493775934
3;7;5;7.8;155.265560166
4;7;5;7.3;150.520491803
5;7;5;9.0;145.228215768
6;7;5;13.6;142.547325103
7;7;5;16.4;144.545081967
8;7;5;18.9;146.315352697
9;7;5;19.7;150.468619247
10;7;5;19.3;173.851239669
11;7;5;18.1;176.958677686
12;7;5;16.0;174.31120332
13;7;5;12.6;177.280487805
14;7;5;12.9;178.18487395
15;7;5;13.7;181.518672199
16;7;5;11.7;174.917073171
17;7;5;9.7;167.209756098
18;7;5;9.6;167.234042553
19;7;5;9.5;161.327659574
20;7;5;9.2;170.091666667
21;7;5;8.9;170.76446281
22;7;5;8.6;161.818181818
23;7;5;8.3;160.642857143
0;1;5;8.1;160.25
1;1;5;6.8;157.0
2;1;5;6.6;150.75
3;1;5;5.8;152.0
4;1;5;6.0;150.75
5;1;5;10.0;150.0
6;1;5;12.1;205.25
7;1;5;13.9;225.5
8;1;5;15.4;294.25
9;1;5;16.6;355.75
10;1;5;17.3;378.75
11;1;5;17.6;396.0
12;1;5;17.8;422.25
13;1;5;18.1;412.25
14;1;5;18.7;365.75
15;1;5;18.6;324.5
16;1;5;18.9;288.0
17;1;5;18.7;254.0
18;1;5;17.7;220.75
19;1;5;14.7;198.5
20;1;5;14.2;188.75
21;1;5;14.5;182.25
22;1;5;13.8;167.25
23;1;5;12.8;162.75
0;2;5;11.5;154.0
1;2;5;11.0;153.25
2;2;5;11.2;152.25
3;2;5;10.6;152.5
4;2;5;9.3;151.25
5;2;5;10.7;153.5
6;2;5;13.6;206.0
7;2;5;16.3;227.5
8;2;5;19.4;279.0
9;2;5;21.2;336.75
10;2;5;22.1;352.25
11;2;5;22.4;368.0
12;2;5;23.0;367.0
13;2;5;23.4;371.75
14;2;5;23.3;356.5
15;2;5;23.2;377.75
16;2;5;23.1;332.5
17;2;5;22.6;277.5
18;2;5;19.7;218.5
19;2;5;16.3;200.75
20;2;5;14.2;197.5
21;2;5;13.1;191.0
22;2;5;12.4;175.75
23;2;5;12.0;169.5
0;3;5;11.4;166.75
1;3;5;10.7;160.5
2;3;5;9.7;158.5
3;3;5;9.3;158.0
4;3;5;9.3;155.0
5;3;5;11.8;159.75
6;3;5;16.3;222.5
7;3;5;18.3;244.0
8;3;5;20.4;324.5
9;3;5;23.2;387.5
10;3;5;23.4;394.75
11;3;5;24.3;388.5
12;3;5;25.1;372.75
13;3;5;25.1;380.25
14;3;5;25.0;367.75
15;3;5;24.9;347.75
16;3;5;24.7;317.25
17;3;5;23.6;255.0
18;3;5;20.7;229.0
19;3;5;17.4;209.25
20;3;5;15.1;206.25
21;3;5;14.3;204.5
22;3;5;13.5;185.0
23;3;5;12.9;179.75
0;4;5;12.1;174.5
1;4;5;11.5;166.75
2;4;5;10.5;165.0
3;4;5;9.9;163.0
4;4;5;9.5;161.0
5;4;5;11.5;164.25
6;4;5;14.3;219.0
7;4;5;16.9;229.25
8;4;5;20.8;292.0
9;4;5;23.2;348.75
10;4;5;25.4;360.25
11;4;5;26.4;387.5
12;4;5;26.8;405.0
13;4;5;27.1;405.0
14;4;5;26.5;372.5
15;4;5;25.9;359.75
16;4;5;26.6;311.5
17;4;5;25.6;250.75
18;4;5;22.4;233.0
19;4;5;19.0;206.5
20;4;5;17.4;206.5
21;4;5;16.4;203.0
22;4;5;16.5;186.75
23;4;5;17.0;178.5
0;5;5;19.5;NaN
1;5;5;19.6;NaN
2;5;5;18.2;NaN
3;5;5;17.5;NaN
4;5;5;17.1;NaN
5;5;5;16.8;NaN
6;5;5;16.8;NaN
7;5;5;17.8;NaN
8;5;5;19.6;NaN
9;5;5;21.0;NaN
10;5;5;22.4;NaN
11;5;5;22.4;NaN
12;5;5;23.1;NaN
13;5;5;22.4;NaN
14;5;5;22.9;NaN
15;5;5;23.4;NaN
16;5;5;22.8;NaN
17;5;5;22.3;NaN
18;5;5;21.4;NaN
19;5;5;19.4;NaN
20;5;5;18.4;NaN
21;5;5;17.4;NaN
22;5;5;15.8;NaN
23;5;5;15.5;NaN
0;6;5;15.0;NaN
1;6;5;14.1;NaN
2;6;5;13.1;NaN
3;6;5;12.6;NaN
4;6;5;12.5;NaN
5;6;5;14.1;NaN
6;6;5;16.5;NaN
7;6;5;18.7;NaN
8;6;5;19.9;NaN
9;6;5;22.2;228.0
10;6;5;22.9;233.0
11;6;5;24.7;228.0
12;6;5;25.2;227.0
13;6;5;25.1;230.5
14;6;5;25.6;237.75
15;6;5;26.0;237.0
16;6;5;25.0;222.75
17;6;5;25.6;227.75
18;6;5;24.5;219.75
19;6;5;22.5;205.0
20;6;5;20.5;214.25
21;6;5;16.9;214.25
22;6;5;14.2;214.5
23;6;5;14.2;206.0
0;7;5;14.3;196.8
1;7;5;14.2;192.0
2;7;5;13.6;187.25
3;7;5;13.7;182.75
4;7;5;13.9;173.25
5;7;5;14.4;173.0
6;7;5;15.3;171.5
7;7;5;15.8;178.650684932
8;7;5;15.4;186.276422764
9;7;5;14.9;196.863453815
10;7;5;12.7;207.919354839
11;7;5;12.7;198.52016129
12;7;5;12.8;218.7375
13;7;5;12.0;210.466346154
14;7;5;12.0;214.121495327
15;7;5;11.5;214.696682464
16;7;5;11.1;201.519047619
17;7;5;11.1;205.523148148
18;7;5;11.1;213.796460177
19;7;5;10.6;207.502242152
20;7;5;10.2;213.358974359
21;7;5;10.2;212.991701245
22;7;5;10.1;203.4
23;7;5;9.9;191.850202429
0;1;5;9.9;186.187755102
1;1;5;10.0;182.482071713
2;1;5;9.8;179.93877551
3;1;5;9.8;175.079497908
4;1;5;9.6;173.581300813
5;1;5;10.2;187.472
6;1;5;11.7;240.599190283
7;1;5;14.6;293.518218623
8;1;5;15.2;354.928286853
9;1;5;15.4;378.895652174
10;1;5;15.5;404.864864865
11;1;5;16.0;430.662222222
12;1;5;16.4;425.625550661
13;1;5;16.9;404.049107143
14;1;5;17.3;410.918918919
15;1;5;16.8;384.388127854
16;1;5;16.7;333.786069652
17;1;5;16.7;296.175609756
18;1;5;15.6;266.180094787
19;1;5;13.8;229.693023256
20;1;5;14.0;206.180995475
21;1;5;12.6;193.981651376
22;1;5;11.4;178.222772277
23;1;5;11.8;175.06
0;2;5;12.5;164.068181818
1;2;5;13.3;158.233050847
2;2;5;13.5;154.858870968
3;2;5;13.5;154.421052632
4;2;5;13.7;152.33877551
5;2;5;13.7;150.926829268
6;2;5;14.6;207.514423077
7;2;5;16.0;244.62
8;2;5;16.5;332.877729258
9;2;5;17.2;378.81981982
10;2;5;16.9;393.697777778
11;2;5;17.6;401.732758621
12;2;5;18.0;402.447826087
13;2;5;18.2;403.245614035
14;2;5;19.4;394.703056769
15;2;5;19.0;394.145299145
16;2;5;19.0;346.618025751
17;2;5;18.6;310.888412017
18;2;5;17.6;288.942731278
19;2;5;16.5;245.654867257
20;2;5;16.3;219.291304348
21;2;5;15.7;194.439655172
22;2;5;15.2;176.42173913
23;2;5;15.5;168.566371681
0;3;5;14.6;157.226086957
1;3;5;14.6;151.431718062
2;3;5;13.8;150.49339207
3;3;5;13.8;148.055319149
4;3;5;13.7;143.608695652
5;3;5;13.7;150.533632287
6;3;5;14.4;203.697777778
7;3;5;15.3;247.273542601
8;3;5;16.7;333.521367521
9;3;5;17.7;399.546255507
10;3;5;18.8;431.96969697
11;3;5;20.6;435.341991342
12;3;5;21.6;440.12601626
13;3;5;22.3;421.939271255
14;3;5;22.5;421.61752988
15;3;5;22.5;394.723577236
16;3;5;22.3;329.983471074
17;3;5;21.4;289.966942149
18;3;5;20.8;264.042372881
19;3;5;18.3;237.445945946
20;3;5;16.0;198.845454545
21;3;5;14.9;184.540178571
22;3;5;14.3;172.691666667
23;3;5;13.3;165.532520325
0;4;5;12.9;155.0
1;4;5;12.4;149.807228916
2;4;5;12.3;145.241935484
3;4;5;12.2;145.457831325
4;4;5;12.0;144.588709677
5;4;5;13.6;150.024390244
6;4;5;16.5;215.123505976
7;4;5;19.2;251.067460317
8;4;5;20.3;341.756521739
9;4;5;22.2;386.143478261
10;4;5;23.3;400.367713004
11;4;5;24.3;419.92244898
12;4;5;24.8;427.37751004
13;4;5;24.8;425.78
14;4;5;25.3;418.497959184
15;4;5;24.8;397.755102041
16;4;5;25.2;346.004065041
17;4;5;24.7;289.619834711
18;4;5;22.0;278.479820628
19;4;5;19.4;243.601851852
20;4;5;17.4;224.431111111
21;4;5;16.4;200.383966245
22;4;5;15.7;182.487394958
23;4;5;15.4;170.515418502
0;5;5;15.0;164.175438596
1;5;5;14.8;156.844262295
2;5;5;14.4;154.791878173
3;5;5;13.8;153.805194805
4;5;5;13.8;152.920704846
5;5;5;14.9;155.410714286
6;5;5;18.0;204.115555556
7;5;5;20.6;221.004385965
8;5;5;22.8;314.959459459
9;5;5;23.7;383.214953271
10;5;5;24.7;393.612244898
11;5;5;25.4;423.834254144
12;5;5;25.8;431.608108108
13;5;5;26.3;430.9004329
14;5;5;26.5;417.675438596
15;5;5;26.0;379.03125
16;5;5;25.5;322.785714286
17;5;5;25.0;268.533039648
18;5;5;24.4;216.103004292
19;5;5;21.1;186.670995671
20;5;5;19.0;183.034782609
21;5;5;18.1;184.054298643
22;5;5;17.7;169.121621622
23;5;5;16.6;164.962962963
0;6;5;15.7;159.963800905
1;6;5;15.6;155.493150685
2;6;5;14.8;152.966824645
3;6;5;14.4;150.413636364
4;6;5;14.4;147.751152074
5;6;5;16.1;142.610091743
6;6;5;19.2;164.78440367
7;6;5;21.3;166.056074766
8;6;5;23.0;134.071748879
9;6;5;25.3;184.208888889
10;6;5;26.1;210.132420091
11;6;5;26.9;217.261904762
12;6;5;27.4;194.737864078
13;6;5;27.0;193.943925234
14;6;5;26.6;210.967889908
15;6;5;17.5;211.469194313
16;6;5;17.4;192.620853081
17;6;5;17.8;187.259803922
18;6;5;18.2;179.942307692
19;6;5;18.0;179.823529412
20;6;5;17.2;180.338383838
21;6;5;16.1;176.89119171
22;6;5;14.9;159.348039216
23;6;5;14.0;153.483870968
0;7;5;13.2;153.584745763
1;7;5;12.8;146.732142857
2;7;5;12.2;147.353982301
3;7;5;12.1;146.163090129
4;7;5;12.0;143.858369099
5;7;5;13.1;143.703539823
6;7;5;15.1;143.286956522
7;7;5;16.3;143.81938326
8;7;5;19.4;146.970588235
9;7;5;21.4;150.583333333
10;7;5;22.6;155.089686099
11;7;5;23.7;157.222222222
12;7;5;24.8;161.004385965
13;7;5;25.6;163.935064935
14;7;5;26.0;165.375565611
15;7;5;25.7;169.952173913
16;7;5;25.7;164.799107143
17;7;5;25.2;168.623318386
18;7;5;20.6;173.389423077
19;7;5;17.7;171.0
20;7;5;16.8;177.40625
21;7;5;16.6;168.164705882
22;7;5;15.8;165.231182796
23;7;5;15.8;160.933014354
0;1;5;15.8;154.251184834
1;1;5;15.1;148.236363636
2;1;5;15.0;147.823529412
3;1;5;14.6;146.938596491
4;1;5;14.8;145.964285714
5;1;5;15.8;154.219827586
6;1;5;18.3;195.561085973
7;1;5;20.4;246.187793427
8;1;5;21.1;328.296460177
9;1;5;23.8;377.138528139
10;1;5;25.3;417.03930131
11;1;5;26.0;471.391111111
12;1;5;26.4;495.971962617
13;1;5;26.8;485.692307692
14;1;5;27.3;499.836283186
15;1;5;23.8;476.127272727
16;1;5;24.1;369.395348837
17;1;5;22.5;331.171171171
18;1;5;19.9;280.230088496
19;1;5;19.9;262.793577982
20;1;5;19.1;222.331818182
21;1;5;18.9;207.254545455
22;1;5;18.3;187.230769231
23;1;5;18.9;175.762790698
0;2;5;17.7;167.793859649
1;2;5;16.9;162.236607143
2;2;5;16.0;157.113537118
3;2;5;15.4;157.627705628
4;2;5;15.0;155.8125
5;2;5;16.1;159.46460177
6;2;5;19.0;198.013043478
7;2;5;20.7;263.487068966
8;2;5;22.6;372.727678571
9;2;5;24.0;440.674107143
10;2;5;25.7;468.194690265
11;2;5;26.1;498.164502165
12;2;5;26.4;477.251121076
13;2;5;26.8;471.905063291
14;2;5;26.8;465.41875
15;2;5;26.7;457.556053812
16;2;5;26.9;379.592105263
17;2;5;26.3;331.547826087
18;2;5;24.7;291.057268722
19;2;5;21.2;233.034632035
20;2;5;20.0;214.686098655
21;2;5;18.6;202.852678571
22;2;5;18.4;185.328947368
23;2;5;18.0;180.052863436
0;3;5;17.7;171.017699115
1;3;5;16.6;161.165938865
2;3;5;16.0;160.386666667
3;3;5;16.0;159.107758621
4;3;5;15.6;158.391304348
5;3;5;17.3;163.054545455
6;3;5;19.7;204.401785714
7;3;5;22.9;256.947136564
8;3;5;23.8;349.827272727
9;3;5;24.3;403.392307692
10;3;5;24.2;426.75
11;3;5;24.7;453.5
12;3;5;25.0;453.5
13;3;5;25.0;459.25
14;3;5;25.3;453.0
15;3;5;25.3;430.0
16;3;5;24.7;372.25
17;3;5;24.1;320.0
18;3;5;22.3;270.75
19;3;5;20.8;239.5
20;3;5;19.5;202.0
21;3;5;18.0;193.0
22;3;5;17.2;181.5
23;3;5;15.6;172.0
0;4;5;15.2;166.5
1;4;5;15.4;160.5
2;4;5;14.5;157.5
3;4;5;14.3;156.25
4;4;5;13.3;153.752212389
5;4;5;15.2;156.403669725
6;4;5;17.7;204.205240175
7;4;5;19.6;251.907079646
8;4;5;20.2;339.692982456
9;4;5;20.6;391.995670996
10;4;5;22.5;427.168141593
11;4;5;23.6;465.395555556
12;4;5;24.2;463.084507042
13;4;5;25.4;471.230088496
14;4;5;25.7;476.809734513
15;4;5;26.3;435.008849558
16;4;5;26.4;370.398230088
17;4;5;25.7;320.612068966
18;4;5;24.3;259.308370044
19;4;5;20.5;216.688596491
20;4;5;18.0;204.703539823
21;4;5;17.1;197.352422907
22;4;5;16.5;187.305676856
23;4;5;15.6;181.857777778
0;5;5;15.7;176.770562771
1;5;5;15.4;172.538793103
2;5;5;14.8;163.029535865
3;5;5;14.6;161.679487179
4;5;5;14.5;160.783549784
5;5;5;16.6;163.587234043
6;5;5;18.4;205.259574468
7;5;5;20.9;257.086956522
8;5;5;23.0;348.612765957
9;5;5;24.9;471.256410256
10;5;5;26.4;501.298701299
11;5;5;27.8;538.008547009
12;5;5;28.9;534.747863248
13;5;5;29.2;535.563559322
14;5;5;29.8;537.458515284
15;5;5;30.5;526.431623932
16;5;5;29.7;438.309734513
17;5;5;28.7;389.225531915
18;5;5;27.2;293.276595745
19;5;5;25.3;208.215859031
20;5;5;24.2;196.995708155
21;5;5;21.3;191.708860759
22;5;5;23.5;179.021551724
23;5;5;20.4;174.153508772
0;6;5;16.3;169.575757576
1;6;5;14.1;169.037815126
2;6;5;13.6;161.513043478
3;6;5;13.1;157.151515152
4;6;5;13.3;154.343220339
5;6;5;13.4;155.360515021
6;6;5;12.9;163.329113924
7;6;5;12.6;161.088495575
8;6;5;12.4;170.724576271
9;6;5;12.2;234.572052402
10;6;5;13.0;216.449579832
11;6;5;13.6;226.43231441
12;6;5;14.3;211.391489362
13;6;5;14.7;208.360515021
14;6;5;15.6;225.815450644
15;6;5;15.7;206.692307692
16;6;5;15.8;172.399122807
17;6;5;15.6;167.145833333
18;6;5;15.0;168.755458515
19;6;5;14.7;168.439130435
20;6;5;14.2;168.449781659
21;6;5;13.6;165.103448276
22;6;5;13.6;159.079831933
23;6;5;13.2;156.004347826
0;7;5;12.3;155.551724138
1;7;5;10.9;155.098712446
2;7;5;10.2;155.560869565
3;7;5;9.8;154.200854701
4;7;5;9.8;148.257383966
5;7;5;11.9;145.411016949
6;7;5;14.9;144.406779661
7;7;5;16.7;145.35021097
8;7;5;18.4;145.811965812
9;7;5;19.2;195.862222222
10;7;5;20.2;177.87037037
11;7;5;20.6;192.017021277
12;7;5;21.2;200.510548523
13;7;5;21.7;199.1
14;7;5;22.6;187.429752066
15;7;5;22.2;192.88362069
16;7;5;22.3;175.132478632
17;7;5;21.9;165.948717949
18;7;5;21.0;162.886075949
19;7;5;16.8;161.483050847
20;7;5;14.9;164.567099567
21;7;5;13.8;168.274678112
22;7;5;13.3;162.164556962
23;7;5;13.0;155.92173913
0;1;5;12.7;154.628820961
1;1;5;12.0;154.68487395
2;1;5;11.5;149.769911504
3;1;5;11.0;150.449152542
4;1;5;11.3;150.863436123
5;1;5;13.6;164.17721519
6;1;5;17.1;199.940425532
7;1;5;19.3;262.611814346
8;1;5;21.4;387.084745763
9;1;5;22.5;422.472340426
10;1;5;23.0;462.911894273
11;1;5;23.2;481.034632035
12;1;5;23.5;486.487394958
13;1;5;23.8;488.99137931
14;1;5;24.3;482.327659574
15;1;5;24.4;456.848101266
16;1;5;24.4;365.622881356
17;1;5;24.4;315.49137931
18;1;5;24.3;267.725321888
19;1;5;20.3;228.415584416
20;1;5;18.3;214.206896552
21;1;5;17.5;205.343220339
22;1;5;16.6;194.52173913
23;1;5;16.2;183.83982684
0;2;5;15.7;174.811158798
1;2;5;15.8;163.360515021
2;2;5;14.8;162.868644068
3;2;5;14.5;160.225531915
4;2;5;14.5;160.301724138
5;2;5;16.4;167.877637131
6;2;5;19.3;208.829787234
7;2;5;22.0;250.122881356
8;2;5;23.0;351.987068966
9;2;5;23.8;382.594827586
10;2;5;24.9;409.730769231
11;2;5;25.7;518.730941704
12;2;5;26.6;508.180257511
13;2;5;27.1;522.43776824
14;2;5;26.6;537.876068376
15;2;5;26.7;526.0969163
16;2;5;27.7;453.812765957
17;2;5;23.9;380.787234043
18;2;5;23.2;301.939914163
19;2;5;22.2;231.356223176
20;2;5;20.1;199.564655172
21;2;5;19.0;200.666666667
22;2;5;17.8;190.756302521
23;2;5;17.0;181.438818565
